Index_1   ,Index_2   ,Filename_1               ,Filename_2               ,Str_sim        ,Eff_sim        ,Loose_sim      ,Connect   
7         ,11        ,lig_16.sdf               ,lig_5.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:17,16:15,17:22,18:18,19:19,20:20,21:21,22:23,23:16
7         ,12        ,lig_16.sdf               ,lig_6.sdf                ,0.86071        ,0.86071        ,0.86071        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,25:25,26:26,27:28,28:29
7         ,13        ,lig_16.sdf               ,lig_7.sdf                ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:19,19:20,20:21,21:22,22:23,23:24,25:26,26:27,28:18
7         ,14        ,lig_16.sdf               ,lig_8.sdf                ,0.86071        ,0.86071        ,0.86071        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23
7         ,15        ,lig_16.sdf               ,lig_9.sdf                ,0.90484        ,0.90484        ,0.90484        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,25:25,26:26,27:27,28:28
7         ,16        ,lig_16.sdf               ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
8         ,9         ,lig_2.sdf                ,lig_3.sdf                ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,18:19,19:20,20:21,21:22,22:17,23:23,24:24
8         ,10        ,lig_2.sdf                ,lig_4.sdf                ,0.86071        ,0.86071        ,0.86071        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:26,18:17,19:18,20:19,21:20,22:23,23:21,24:22
8         ,11        ,lig_2.sdf                ,lig_5.sdf                ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:17,16:15,18:18,19:19,20:20,21:21,22:16,23:22,24:23
8         ,12        ,lig_2.sdf                ,lig_6.sdf                ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:26,18:18,19:19,20:20,21:21,22:23,23:17,24:22
8         ,13        ,lig_2.sdf                ,lig_7.sdf                ,0.70469        ,0.70469        ,0.70469        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:27,18:19,19:20,20:21,21:22,22:24,23:17,24:23
8         ,14        ,lig_2.sdf                ,lig_8.sdf                ,0.77880        ,0.77880        ,0.77880        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,18:18,19:19,20:20,21:21,22:23,23:17,24:22
8         ,15        ,lig_2.sdf                ,lig_9.sdf                ,0.77880        ,0.77880        ,0.77880        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:26,18:18,19:19,20:20,21:21,22:23,23:17,24:22
8         ,16        ,lig_2.sdf                ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
9         ,10        ,lig_3.sdf                ,lig_4.sdf                ,0.36788        ,0.36788        ,0.36788        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:23,19:17,20:18,21:19,22:20,23:21,24:22
9         ,11        ,lig_3.sdf                ,lig_5.sdf                ,0.36788        ,0.36788        ,0.36788        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:17,16:15,19:18,20:19,21:20,22:21,23:22,24:23
9         ,12        ,lig_3.sdf                ,lig_6.sdf                ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:23,19:18,20:19,21:20,22:21,23:17,24:22
9         ,13        ,lig_3.sdf                ,lig_7.sdf                ,0.30119        ,0.30119        ,0.30119        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:24,19:19,20:20,21:21,22:22,23:17,24:23
9         ,14        ,lig_3.sdf                ,lig_8.sdf                ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:23,19:18,20:19,21:20,22:21,23:17,24:22
9         ,15        ,lig_3.sdf                ,lig_9.sdf                ,0.33287        ,0.33287        ,0.33287        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,16:16,17:23,19:18,20:19,21:20,22:21,23:17,24:22
9         ,16        ,lig_3.sdf                ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
10        ,11        ,lig_4.sdf                ,lig_5.sdf                ,0.81873        ,0.81873        ,0.81873        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:17,16:15,17:18,18:19,19:20,20:21,21:22,22:23,23:16
10        ,12        ,lig_4.sdf                ,lig_6.sdf                ,0.90484        ,0.90484        ,0.90484        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:18,18:19,19:20,20:21,21:17,22:22,23:23,24:24,25:25,26:26
10        ,13        ,lig_4.sdf                ,lig_7.sdf                ,0.81873        ,0.81873        ,0.81873        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:19,18:20,19:21,20:22,21:17,22:23,23:24,24:25,25:26,26:27
10        ,14        ,lig_4.sdf                ,lig_8.sdf                ,0.86071        ,0.86071        ,0.86071        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:18,18:19,19:20,20:21,21:17,22:22,23:23
10        ,15        ,lig_4.sdf                ,lig_9.sdf                ,0.90484        ,0.90484        ,0.90484        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:18,18:19,19:20,20:21,21:17,22:22,23:23,24:24,25:25,26:26
10        ,16        ,lig_4.sdf                ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
11        ,12        ,lig_5.sdf                ,lig_6.sdf                ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,16:23,17:15,18:18,19:19,20:20,21:21,22:17,23:22
11        ,13        ,lig_5.sdf                ,lig_7.sdf                ,0.67032        ,0.67032        ,0.67032        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,16:24,17:15,18:19,19:20,20:21,21:22,22:17,23:23
11        ,14        ,lig_5.sdf                ,lig_8.sdf                ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,16:23,17:15,18:18,19:19,20:20,21:21,22:17,23:22
11        ,15        ,lig_5.sdf                ,lig_9.sdf                ,0.74082        ,0.74082        ,0.74082        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:16,16:23,17:15,18:18,19:19,20:20,21:21,22:17,23:22
11        ,16        ,lig_5.sdf                ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
12        ,13        ,lig_6.sdf                ,lig_7.sdf                ,0.86071        ,0.86071        ,0.86071        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:19,19:20,20:21,21:22,22:23,23:24,24:25,25:26,26:27,29:18
12        ,14        ,lig_6.sdf                ,lig_8.sdf                ,0.90484        ,0.90484        ,0.90484        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23
12        ,15        ,lig_6.sdf                ,lig_9.sdf                ,0.95123        ,0.95123        ,0.95123        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23,24:24,25:25,26:26,28:27,29:28
12        ,16        ,lig_6.sdf                ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
13        ,14        ,lig_7.sdf                ,lig_8.sdf                ,0.81873        ,0.81873        ,0.81873        ,No        ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,19:18,20:19,21:20,22:21,23:22,24:23
13        ,15        ,lig_7.sdf                ,lig_9.sdf                ,0.86071        ,0.86071        ,0.86071        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:28,19:18,20:19,21:20,22:21,23:22,24:23,25:24,26:25,27:26
13        ,16        ,lig_7.sdf                ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
14        ,15        ,lig_8.sdf                ,lig_9.sdf                ,0.90484        ,0.90484        ,0.90484        ,Yes       ,0:0,1:1,2:2,3:3,4:4,5:5,6:6,7:7,8:8,9:9,10:10,11:11,12:12,13:13,14:14,15:15,16:16,17:17,18:18,19:19,20:20,21:21,22:22,23:23
14        ,16        ,lig_8.sdf                ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
15        ,16        ,lig_9.sdf                ,ligands.mol2             ,0.00000        ,0.00000        ,0.00000        ,No        ,
